MJAHR~ZEILE~BUDAT~MATKL~MATKLT~WEMPF~MATNR~MENGE~MEINS~DMBTR~WERKS~UWERKS~BWART~KOSTL~MAKTX~SGTXT~MBLNR~SCHLW~RACCT~TXT50~EBELN~EBELP~FIPOS~FISTL~LTEXT~BANFN~BNFPO~ERNAM~AFNAM~BEDNR~FYEAR~FHALF~FQUAR~FMONT~MANNMAN~MAINGRP~SUBGRP~RECPLANT~MGRPMTY~BELNR~GJAHR
Mat. Year~Doc.Item~Date~Mat Group~Mat Group Des~Receipient~Material~Quantity~UOM~Amount~Plant~User Plant~Mov Type~Cost Center~Mat Description~Job / Service Text~Material Doc.~MIS Code.~GL A/c.~GL A/c Description~PO~PO Item~Commitment item~Funds center~Cost Center Descript~PRQ~PRQ Item~Created by~Requisitioner~Req. Tracking Number~Year~H1/H2~Quarter~Month~Man Non Manufacturin~Main Grouping~Sub Grouping~Rec Plant Grouping~Mat Grp Grouping~FI Doc~FI Year
2022~0001~20220201~303~Mechanical~MPE-TUBE~11002706~5.000~EA~4375.31~1800~~261~~1/2" AIR FLOW CONTROL VALVE~~2220363699~P005A~4110001500~Consumption-Spares~~00000~STATISTICAL~NONBUDGETITEM~~~00000~~~~2122~2122-H2~2122-Q4~2122-Feb~Manufacturing~Maintenance Cost~Plant Engineering~Plant Engineering~Mechanical~~0000
2022~0002~20220201~303~Mechanical~MPE-TUBE~11002705~5.000~EA~2675.00~1800~~261~~1/4"" QUICK EXHAUST VALVE"SCHRADER MAKE~~2220363699~P005A~4110001500~Consumption-Spares~~00000~STATISTICAL~NONBUDGETITEM~~~00000~~~~2122~2122-H2~2122-Q4~2122-Feb~Manufacturing~Maintenance Cost~Plant Engineering~Plant Engineering~Mechanical~~0000
2022~0001~20220201~303~Mechanical~MMG-M50~11000954~40.000~EA~1844.29~1800~~201~1103010900~0.8 X 50MML DRILL BIT~~2220363702~P005A~4110001500~Consumption-Spares~~00000~STATISTICAL~NONBUDGETITEM~MDU D1 COMMON&ADMIN~~00000~~~~2122~2122-H2~2122-Q4~2122-Feb~Manufacturing~Maintenance Cost~Manufacturing~D1~Mechanical~~0000
2022~0002~20220201~303~Mechanical~MMG-M55~11000954~10.000~EA~461.07~1800~~201~1104010802~0.8 X 50MML DRILL BIT~~2220363707~P005A~4110001500~Consumption-Spares~~00000~STATISTICAL~NONBUDGETITEM~D2 32" to 36" PRESS~~00000~~~~2122~2122-H2~2122-Q4~2122-Feb~Manufacturing~Maintenance Cost~Manufacturing~D2~Mechanical~~0000
2022~0003~20220201~303~Mechanical~MMG-M55~11016917~20.000~EA~60.00~1800~~201~1104010802~5/16"" X 1 1/2"" HEX BOLT~~2220363707~P005A~4110001500~Consumption-Spares~~00000~STATISTICAL~NONBUDGETITEM~D2 32" to 36" PRESS~~00000~~~~2122~2122-H2~2122-Q4~2122-Feb~Manufacturing~Maintenance Cost~Manufacturing~D2~Mechanical~~0000
2022~0004~20220201~303~Mechanical~MMG-M55~11017030~20.000~EA~15.00~1800~~201~1104010802~5/16'' NUT~~2220363707~P005A~4110001500~Consumption-Spares~~00000~STATISTICAL~NONBUDGETITEM~D2 32" to 36" PRESS~~00000~~~~2122~2122-H2~2122-Q4~2122-Feb~Manufacturing~Maintenance Cost~Manufacturing~D2~Mechanical~~0000
2022~0001~20220201~304~Electrical~MMG-UTILITY~11023204~50.000~EA~22500.00~1800~~201~1180020900~LED TUBE 18W - 2100 LUM~~2220363711~P005A~4110001500~Consumption-Spares~~00000~STATISTICAL~NONBUDGETITEM~MDU UTILITY COMMON&ADMIN~~00000~~~~2122~2122-H2~2122-Q4~2122-Feb~Manufacturing~Maintenance Cost~Utility~Utility~Electrical~~0000
2022~0001~20220201~303~Mechanical~MMG-UTILITY~11001339~9.000~KG~6300.00~1800~~201~1180020900~MAFRON 22 GAS~~2220363712~P005A~4110001500~Consumption-Spares~~00000~STATISTICAL~NONBUDGETITEM~MDU UTILITY COMMON&ADMIN~~00000~~~~2122~2122-H2~2122-Q4~2122-Feb~Manufacturing~Maintenance Cost~Utility~Utility~Mechanical~~0000
